Star Rating,Nature of Rating,Review Comment 
4-star,1,"a little pricier than other goodwils i have been to, but it's definitely a lot more organized than most. not to mention it doesn't smell bad like a lot of thrift store do, it smells like apple airfresheners!"
3-star,0,"as far as goodwill locations go, this store is pretty good. if you are looking for clothing, particularly denim jeans and t-shirts, this is one of the most well-stocked in vegas. it's not great on the housewares, dresses or furniture so if you are looking for those things i would recommend one of the other goodwill stores in town. the aisles are super tiny so don't get a cart unless absolutely necessary. the clothing racks are overstuffed with merchandise, making it difficult to browse or move the clothes hangers. this store in particular is very, very popular with the elderly: they'll be clogging the aisles shopping next to you and they like to donate all of their free casino crap t-shirts, drinking glasses and other random station casinos logo'ed ""trinkets of treasure"" here (guess it's better than giving them as x-mas gifts to the grandkids)! check the sign when you come in because this location offers lots of sales and specials. the quality of stuff is what you'd expect at goodwill (if you want items in nicer condition, check out savers instead) and the prices are low. i've scored awesome vintage t-shirts in decent condition for 50 cents. can't beat that, fellow hipsters!"
1-star,0,"the last time i came here on one of the days where they have those specials for different color tags i was super excited because i love thrift shopping & you would expect the prices to be super low after the discount they offered. i searched practically every single rack and could not find a single thing with the color tag i was looking for. its like they purposely hid them from the customers or something. also the staff here are not the friendliest, i did not see one smile, and when one of the staff (i believed she might of been a manager) tried to squeeze by me i apologized for my cart in the way and she just rolled her eyes and said i need to get through. the aisles are super small and can barely fit 2 people in them. the only thing i found that i liked was a pair of moccasins in pretty good shape & there was two stickers on them, one cheaper then the other. when i went to checkout the woman at the register took the cheaper sticker off and charged me 7 dollars for a pair of shit shoes. im sorry but i just don't recommend this place, not good selection for cute women's clothing & pretty pricey for a ""thrift store"" and the staff isn't very nice. you might as well drive to a different thrift store instead of wasting your time here."
2-star,0,"this thrift store is pretty small, and very unorganized. i went to go find some inexpensive summer clothes for my little one and they don't organize the clothes by size or gender, so i was frustrated and ended up not buying anything. lots of old used stuff priced higher than the $.99 store rights next door, too."
2-star,0,"i'm not a fan of this particular goodwill. it's on the smaller side and their selection wasn't the best or kept particularly organized or clean. the parking lot for this location is busy and it's often hard to find parking since there are so many different shops and restaurants in one small area. i also dislike the checkout line process, since there is no discernable order to checking out and the line can get a bit out of hand since no one can tell where the line starts and who is in front of whom."
2-star,0,"every time i've been here, it's been busy, which is unfortunate given how narrow the aisles are. if somebody is in one of the rows of clothes with a cart, you have to awkwardly squeeze past and hope you don't knock clothes off. there's little chance of passing someone if you both have carts. the store in general always seems crowded, slightly disorganized, and a little dingy. i don't think it's actually dirty; it just seems that way since the rows are so narrow and there's so many people and it feels a bit claustrophobic."
4-star,1,"this is by far one of the better & bigger gw's in the valley. their prices are more in line with savers or epic. -not crazy or sizist (smells are more expensive than larges, or vice-versa) like a few of the other goodwill locations. they are pretty organized & their staff is friendly. i try to make a stop here whenever i'm even remotely near the area."
5-star,1,"a friend recently sent me a great quote ""taking back your ex is like buying your shit back from your own garage sale."" while i find this to be true, it doesn't have a lot to do with any of the las vegas goodwill stores. luckily, i love the goodwill stores in las vegas because they have so much weird crap! go whenever you can and look for the strange & unusual if you're into that. i once found an amazing 2 headed goat. the amount of creepy looking house-hold items at las vegas goodwill stores is far above the national average."
4-star,1,"after shopping at the 99 cent store in the same shopping center, we decided to stop in here to look around and see if we could find anything worthwhile. i was surprised when the better half called me over to the display case at the front of the store to show me a large marble carving....it was awesome and matched a set of lamps in our living room! normally, we don't find items like this in a thrift store, but it was our lucky day i guess. the price for it? $10! we gladly paid for it and of course, i had to carry this thing out to the car. it was 30 lbs or so, but it was worth the effort. i'm glad we stopped by the 99 cent store that day otherwise we wouldn't have found this gem. return factor - 90%"
4-star,1,"i love to go thrift shopping from time to time but, my favorite thrift store (savers) is too far away so, this (for the most part) is my only choice in the area. especially since i go ""thrifting"" when i get my car washed next door. goodwill is great for finding jeans for me to distress, cut-up, and dye. i tend to find good levi's and kids jeans that fit me quite well. recently went in looking for halloween costumes. almost found a captain america fit but, it was a bit too small. left with a cool denim and bubble vest. almost left with an amazing orange and gold jacket but, it was too big for me. in general, ""thirfting"" has it's great vintage and unique finds. prices are good and they even have special days/discounts. i got a discount on my pieces because i had a player's card."
3-star,0,they have alot of clothes. they recently expanded the back to allow for more furniture. they have a decent selection of items but i think that their prices are sometimes way too high for a thrift store.
1-star,0,"i've had a long standing love/hate relationship with goodwill - love it since i'm a hoarder, but its a for profit ""non profit"" that has a lot of balls to charge what they do for inventory they received free. they sell a lot of things from target and actually charge more than retail price, which is ridiculous. but it is what it is, and this review isn't specifically about the eastern location, but wherever goodwill of southern nv office is. i was moving so had a ridiculous pile of things for donation - way too much to drop off w out a truck. submitted their ""preferred"" online form for a home pick up on a wednesday. didn't hear anything for a week, called the number listed for donations and it was ridiculous. the person said she didnt even have my form. said they did pick ups for my zipcode only on sundays. they will give you a few hours timeframe and you have to be home or they wont take anything. i can only assume because some idiot has taken things in the past that weren't out for donation. they gave me the names of some other charities that supposedly do pick ups (couple of which i know for sure don't). i went with salvation army and they were awesome - quick, prompt and you can just leave it out for them."
3-star,0,"it's a bigger goodwill store than the one on rainbow, but a little smaller than the one near tropicana. always has something interesting to buy -- be it weird star wars helmets, nintendo 64 systems, or a giant popcorn maker in the shape of a penguin. always an amusing way to spend a lunch hour."
5-star,1,"this place is awesome. gordy's has been there for my husband when he raced as a boy and is still up and running now that our son is racing. gordy's does a fantastic job with the service and prices. it is a one of a kind place for bmx racers and supporters alike. i know some people like to complain about pricing, but they are the only shop in town, they know what you need if you need anything, and they will service it for you in house. go support your local bmx shop and go to gordy's!"
5-star,1,"very helpful, originally came in to buy a 26"" bike. they helped me make a better decision, recommended other bike options and sizes like 24"" and 22"". i ended up buying a fitbikeco bf22 and i'm very happy with the recommendation from what i originally wanted. everyone was very helpful and knowledgable. ask for gary he helped me all the way through making a better pick. thanks"
5-star,1,this is an old school bike shop. the people are friendly and take time to get to know you. they aren't just after a sell. quality people and items.
5-star,1,"brice met me as i entered the store asking how he may help me, a personable young man. i inquired regarding the price to replace front & rear brake pads on my mountain bike, and if i needed an appointment to do so. he quoted the price and said it could be done right then. the mechanic replaced the pads in a reasonable amount of time, and i was on the road again. the store appears to be equipped with a nice selection of bicycle accessories, tires, rims, and team clothing. i shall do repeat business with this shop. thank you, gordy's."
5-star,1,"just left gordy's bicycles with a new 16"" starter bike for my youngest boy and a sweet new redline bike for me. couldn't be happier with the service and selection they had and i am very glad i drove well out of my way to see these guys."
1-star,0,"it was suggested by a very knowledgeable friend to come here even though it was well out of my way, both he and his brother had been coming here for years. apparently the change in family management has turned this shop into a shop of indifference and suspect repairs...i had shopped around and noticed their service was more expensive when compared to others rt down the street and in the nw basin. i picked my bike up with zero smiles, zero thanks, and zero feedback on what to keep an eye on or what will need replacing etc in the future. that should have been the 2nd tipoff, price being the first. once back in the saddle i felt like all i received was an wayyy overpriced bike wash. i have exactly the same gear change issues as before, along with other minor issues that should have been taken care of at that price. blows my mind that with an opportunity to start a business relationship and create future sales opps this establishment completely dropped the ball. after reading some of the similar stories here i decided to not call and complain because obviously they dont care, i will just take my money elsewhere...goodbye, good luck n good riddance..."
5-star,1,good old-fashioned elbow grease and customer service fix the problem another bike shop could not fix for literally $.54 awesome solution awesome price awesome service would definitely recommend this repair shop to a friend.
1-star,0,horrible horrible service and treated like a fool by punks at store. i purchased a new dirt bike for my son for christmas. he doesn't go offroad but we have already spend more on tires and tunes than the bike cost. after my sons tire went bad i asked for new heavy duty tires and tubes. the service guy said he would be ready in two hours and when i came 5 hours later it was not done. the kid told me he was busy. thanks for the call man. then he proceeded to do a service in front of me for a guy who just walked in and made me wait. my sons new tire went flat as soon as i got home. had to go back and was treated like a fool. they fixed it. it went flat the next day. my wife went in and they made her by a new tube. are you kidding me. you botch the job and then say we don't know how to keep pressure in the tire. your shop did it. guy i manage a big boy automotive tire business i know how tires work. i will never shop with these lazy crooked punks again.
5-star,1,"i'm a loyal customer! my kids and i showed up right when they were closing but they saw i had a flat and let us in, fixed us up and sent us on our way! super nice family owned bike shop... i will never go anywhere else!"
5-star,1,"great bike shop! i was looking for a specific tire made by freedom thickslicks. i asked if they carried the tire,they didn't carry in their normal assortment. the sales associate offered to order them for me and price match online too. great service from a brick and mortar!"
5-star,1,"i went into gordy's just to pick up an inner tube. the gentleman went out of his way to make sure the bike we brought in was the correct size for my son. he offered to changed out the inner tubes for $7.00 labor, which was a smoking deal. after i paid he then offered to adjust my sons seat. wonderful service. we were just on our way back to gordy's to look at helmets today."
5-star,1,i am so thankful to rj. he made it possible for me to buy the bike i have been wanting for so long (3yrs to be exact). i am so happy with my new trike. dealing with balance issues this was really my only option if i wanted a bike but i couldn't afford it. thank you so much guys for everything. it was a pleasure doing business with you.
5-star,1,my son found an aaron ross bike online that he was obsessed with. called gordys to see if they could track one down. turns out that specific model was not even out yet. i left my number and was thrilled they called to tell me they had found one and were holding it for me. best birthday present ever!i have also purchased a top of the line scooter and have had the bike serviced there several times. everything has been done in a timely manner and the people that work there are super nice.
1-star,0,"i have now had 3 bad experiences at gordy's so i think i will go ahead and assign the sad ""one star"". 1st experience: my husband drops off a bike for repairs and pays up front. i pick up the bike a week later and get charged the same amount - as they claimed he had not paid for it. sure enough i found i'd been charged twice for the same work. i told them this when i went back in for bad experience number 2 and they had no interest in fixing the previous mix up. 2nd experience: i brought in a bike for repairs and also wanted to purchase a brand new bike. they make a ticket for the little bike i brought in and don't ever take it back. it took forever for the person to process the new bike for me - mostly because he kept talking to people. he kept disappearing and seemed kind of lost as well. at the end, i've purchased a new bike and they say they will come and help me load it into the truck. it's a large men's mountain bike and had my bag and small child with me. the sales guy actually starts talking to a customer as he is walking back to get the bike for me and never comes back! i'm not sure if he had a massive attention deficit issue or what but then he (and an employee that is just standing around doing nothing) see me trying to keep ahold of my kiddo, my purse, and steer a bike that is way to big for me (because it was a gift) out of the store. and no one offered to help at all. i felt that was a big slap in the face when i've just purchased the bike, talk about buyer's remorse. also, just to drop off the bike for repairs and to purchase a new bike (which i knew which one i wanted when i walked in the door and didn't need anytime to think it over) took almost two hours! had i not been so desperate to get out of that place, i would have asked them to just return it because they were so incredibly rude immediately after i gave them the money for the new bike. 3rd (and final) experience: my husband goes to pick up the bike that was repaired (at least it was suppose to be repaired). they can't find it. he is there for almost an hour and after they find it, low and behold, nothing had been done to the bike. i think that they probably do good work on bikes (if they get around to doing it), as in, they are probably good at the ""hands on"" part of the work and if you don't mind waiting for lengthy periods of time and if they don't lose your bike.... then you may find them to be a good fit. but they are horribly unorganized and have serious customer service issues. -- to clarify, they have never been rude, just painful unorganized and they have no sense of urgency or appropriate professional courtesy."
1-star,0,"bad customer service. the techs there are more concerned with chatting with friends than helping a customer. waited 15 minutes for help, then said excuse me. was told to wait by clerk passing on phone. chose to leave, plenty of alternatives."
5-star,1,awesome set of guys. they do great work and they take care of all your freestyle scooter needs. which i have found it hard to find in the valley. they come highly recommended.
5-star,1,"new to this shop, after a 10 yr layoff of bikes myself, i walked in for some parts for my son to get into bmx racing. they treated me like i was an old friend. sold me what i wanted, made repairs and explained the process to me like they wanted to and they seem to enjoy all of it. same thing every time i come back! so i keep coming back :)"
5-star,1,"my son is 6 years old and had a flat tire on his bike so we brought it up to the shop. my son was so proud of learning how to ride his bike, so he wanted to walk his bike in to the shop by himself like a big kid. like many other shops such as skate shops or other trendy shops i was apprehensive about this feeling like the guys at the shop might just be way to ""cool"" to give him the time of day. i was very wrong in this case. the guys behind the counter talked to him and treated him with the utmost respect, encouraged him and left him excited and feeling like he was part of something. our family really appreciated this and will be return customers. thank u guys so much, we will be return customers for years to come. respect!!"
4-star,1,"personalized service - called2ask a ?,went in2store,guy remembered me from phone,called back2ask another?,guy remembered me&knew exactly what i was talking about. can't complain about price either(less than$5 total proves no price gouging!) the only reason i held back 1star is there was room 4 improvement,efficiency-wise. when we walked in everybody-and i mean everybody:@least3employees&4-8 customers coming&going-was in the back of the store,in the svc area. nobody up front minding the register and/or providing initial information/customer svc. having a person@the register would've allowed me2ask4my part&get in&out of there in a jiffy,rather than wait for 15-20 minutes. no question: overall positive experience! i will return&support what appears 2 be a locally owned business!"
2-star,0,"as it was recommended for me to go there to find parts for an older bike that i was fixing up, i stopped in and spoke with the a guy who did take the time to talk with me about the parts i was needing. we looked through a catalog (very over priced and not exactly what i wanted) when he then told me he would begin his search for these parts immediately. he handed me a card (which was for another person from the shop, since he did not have his own) and said he would call me the coming week. after i did not hear back, i made 2 phone calls asking about my search. each time, the guy took a message and never called me back. i gave up on them and ordered exactly what i wanted online without the middle man. plus the prices online were about half the price and on sale. not sure why it was recommended."
4-star,1,"so i came into h&m looking for a birthday outfit, therefore i tried on several items. as i entered the dressing room a very goofy associate, i believe her name was genesis, right away helped me and offered to get any additional sizes for me. as i was being indecisive, she helped me choose which outfit to buy, helping me make something like a pros and cons list, if you will. anyway, i was standing in line very happy because i love good service, but as i reach the register the most grouchy lady i have every encountered helped me check out. her name was sara, she definitely made me look at h&m and their associates differently, but thank you genesis!"
1-star,0,i'm leery about shopping here. i would hope that corporate takes interest in customer service and the attitude of its employee's. has anyone contacted corporate? nothing will change if you don't speak up.
1-star,0,"worst experience, customer service is awful! a sweater had the wrong price listed on the price tag and instead of honoring the price, they insisted for me to pay full price. terrible terrible service-"
1-star,0,"sara is a rude af & has a nasty ass attitude . worst service. h&m should not be letting people like her be around customers. find better workers please, some who actually enjoy their job and are willing to treat people nicely."
1-star,0,"i came in just to look at a few quick items. i wasn't actually intending to even purchase anything. the girl quickly approached me informed me that the store was closed. it was six minutes till closing time. i informed her that it was still six minutes until closing time. she said, ""oh, i rounded up."" very rude. didn't even ask if she could help me. so unprofessional."
5-star,1,it's a cool store. i love fashion and finding good treasures. the store is one of the most organized and clean from most h&m i've been too. everyone is very nice! also they are open at 9 during the weekdays now.
1-star,0,"the sales associates were very rude when my mom returned an item to their store, claiming it had been worn and washed. the tags were still on the sweater, so i have no idea why they thought it was washed. i tried it on once at home and that was it. poor customer service leaves me very disappointed with this establishment."
2-star,0,"it's funny, i don't shop here often. maybe once or twice a year. i have shopped off rue st. catherine in montreal, and other locations in canada infrequently, and always had pleasant service. google reviews wouldn't show my below comments so i am posting them here. because of that i just gave them a one there. here i will give them a two because of the excellent service from the accessories manager. so i have recently found myself in a new job position and needed clothing for work. i went to a variety of stores looking for business attire since it has been a while since i have needed it. on may 2nd, i went into the store to look at the selection of mens shirts. it didn't take long before i was approached by a sales man in glasses and asked, ""is there something i can help you find?"" he looked about my age, was good looking, and seemed like he would be helpful. he asked me what i was looking for. so i informed him that i was looking for mens dress shirts in a solid color. he then replied, ""if i can be forward with you, it might be hard for you to find that since that is not in style right now."" he then scowled and kept talking. i thought to myself, ""oh, so what you're telling me is that the one thing i am shopping for is out of style. so in other words i am out of style."" i let him ramble on for a few minutes before i flat out told him that i disagreed. i happen to own a tom ford dress shirt in solid black, it might be a few years old, but it is not out of style. and for the record, i am more then sure that tom ford's and many other designers 2017 releases had solid colors amongst all the mini sailboat and farm animal patterns you can buy at simons. nothing against farm animals. i told him that solid patterns were part of the dress code at my new employer and needed to ensure that patterns on my shirts were kept to a minimum. so i informed him that i disagreed with him. i flat out told him that i find him pretentious and would like someone else to help me. luckily, the jeanette the accessories manager overheard me and came to my rescue. she was helpful and professional. she was friendly and courteous and everything you expect someone to be. she helped me purchase a boss slimfit dress shirt with very minimal ""windowpane?"" check stitching for $262. she saved the day. and i would rate this store a 5 based on my experience with her, but i think that a point needs to be made. when you are shopping for luxury goods, or even just regular goods, you need to be treated with a friendly attitude. it doesn't have to be over the top or fake, just civil. i didn't ask for advice. when you are only being paid twenty something dollars an hour, it doesn't give you the right to be snobby. if you want to be a pretentious artist, go to design school and join the crowd. when you actually design something and create your own brand, then you can come at me with your attitude if that's what you still want to do."
1-star,0,my boyfriend bought a 1000.00 suit from harry rosen chinook and they told him there was a lifetime warranty on repairs. great! 2 years later he brought the pants back for repairs and one of the young sales guys said they couldn't fix those pants. really? after all the hype of harry rosen and their lifetime warranty...so my boyfriend took the pants to his dry cleaners and guess what?? they fixed the expensive pants for 40.00! and did an awesome job! harry rosen couldn't even be bothered to help a client. is their service as good as their clothing? hmmm. won't be going there ever again.
1-star,0,"my son and i walked into this store and looked around looking for a shirt for him. 3 sales people standing around and not one came to even say a simple ""hi"" or a smile. what a bunch of snooty sales people. especially the gray haired woman who looked at me, my clothes, purse. then looked away. no customer service whatsoever. have they not been coached that it's the first most important thing when you're in retail? needless to say, we walked out and went into the store next door where we were welcomed warmly and spent time to actually find a shirt. good thing i didn't secret shop at harry rosen because this review would be even worse. i will not be stepping into that store anytime soon."
1-star,0,"yup, this place sucks for service. i was there with a friend of mine. they asked if we needed help, but after that it was all downhill. my buddy was looking for a new shirt and tie and some slacks for a job interview. i was just browsing. when my buddy was indecisive on what to get the guy started taking shots at him like ""it's not rocket science just pick one"", you need to spend more money for the quality we have"", ""are you an accountant"",etc. unbelievable. after the first insult i stopped browsing and the guy helping my firends continued insult him 4 or 5 times. i have had great service at the td location, but i was so put off i question why i would ever buy from any of their locations again. the worst display of customer service i have ever personally witnessed!"
1-star,0,"oh how the mighty have fallen. you know what i will never come back to this location after last night never. i may shop at the down town store because i received excellent customer service there but here i was nothing but snubbed. listen really closely employees of harry rosen heed my advice. it is the christmas season you should be jumping at the opportunity to help customers not ignoring them i was looking for a wallet to purchase. after i was so fed up with your customer service and i really mean lack of i left walked across the way into burberry and they were more than happy to not only help me but i made a purchase that could have been yours! so lesson learned just because i'm dressed in jeans and sweater doesn't mean i don't have the monetary funds to spend in your store. the store wasn't busy employees were a plenty some folding some walking around not one and mean this not one stopped to asked if i needed help (which i did) or properly acknowledged me. horrible horrible horrible. say it with me now ""the customer is number 1"" the money we spend in your store influences your hours thus effecting your pay! so cut this pompous act i worked in retail for 4 years i would have been fired if i purposely ignored someone. so unimpressed! the end result doesn't really matter because i got was i was looking for else where no thanks to these guys."
5-star,1,exquisite boutique in north scottsdale. heidi's clothing and accessories are always top of the line with the best trends and always in style for a high-end fashion forward look. the selection and fabric is amazing and all the style choices are spot on. the staff is kind and friendly and the best part is that all her fashions are on instagram and facebook and they can ship your selections to you anywhere. if you travel and need something on the go -- this is the place to find the perfect outfit for your vacay or for date night!! i enjoy and prefer to shop local and shop small business and this is the place just for that! you will not be disappointed.
5-star,1,best store in scottsdale. workers are very sweet and helpful. they have amazing taste in clothing for merchandise and carry plenty of sizes for clients. the review that had said that they only carry clothes for a size 4 or smaller is not true. the clothing she carries has sizes for every body type. highly recommend.
5-star,1,"i love this clothing boutique!! the store is small and super cute. when i went in i was greeted with friendly faces so it made my shopping experience comfortable. i'm a fast shopper so they were helpful mainly because they can see my size and style. the selections are very trendy, and they mentioned their fall stuff will be coming in so i will def be back to shop."
1-star,0,no need to come here unless you are a size 4 or smaller. and the selection is pitiful. you can view every item in the shop in less than 5 minutes. and not very friendly. i've been in the shop about 3 times and there has never been anyone else in there. i don't understand how they continue to stay in business.
5-star,1,"my absolute favorite boutique in the valley. so many boutiques have come and gone over the 11 years i've lived here and heidi's boutique remains a constant. awesome brands, and truly phenomenal customer service. definitely recommend. anytime i need a dress for any event this is my go to. huge selection of jeans and jewelry as well. love love love!!!"
2-star,0,"very cute patterns and clothes. however, they only had extra small's and small's. the girl working also couldn't lift her head up from her phone to greet us when we walked in."
5-star,1,"found this little gem in old town scottsdale whole strolling about town! darling little gifts, cute clothes and a friendly staff await you! the do really cool henna tattoos that look really fantastic as well!! lots of things to see and give as unique gifts!! fun hats, hair accessories and funky things for your home!!"
5-star,1,april is amazing she is a really good artist. she can customize any henna you want on any part of your body! she hand drew the entire henna and it turned out perfect. thanks april!
5-star,1,this is a great shop!! there were four of us who got henna tattoos and hanna was wonderful! she was patient and friendly and helpful. we will definitely return here!
5-star,1,"took my 3 nieces who were visiting from the east coast for their spring break to get henna tattoos. they were very pleased with their hennas, and also loved the clothes, jewels and cool items the store had to offer. the staff were super attentive, prices were very fair and the girls ended up buying skirts, jewlery and gifts to bring back for their friends. we made an appointment ahead of time, which i'm glad we did because it's a busy little place. will definitely shop here again!"
5-star,1,"passed by the shop last night and came back today for the best henna tattoo i ever received. i wanted a dragon and we did a bit research and it came out amazing. beth is a master and at her art. she's also super chill, kind and gives you a peace vibe that makes you want to visit with her everyday. she also took time to explain how to care for the tattoo."
5-star,1,i really recommend going to the henna shoppe to get your henna done. this is my first time getting one and i loved it! i brought in my own design and beth did an excellent job! she is awesome! i had a welcoming experience here and the atmosphere is relaxing.
5-star,1,"wow! stopped in while walking around old town scottsdale & so glad i did! lydia was amazing with her threading skills & even went above & beyond to help me find a cute top to wear since what i packed for this trip wasn't quite cool enough. if you like an earthy feel & want to get in touch with your inner flower child while experiencing great customer service, this is the place for you!"
5-star,1,really cool shop with relaxing vibes. pru was awesome for my first henna tattoo! i decided to have her do a freestyle design and it turned out amazing. can't wait to come back for another one!
5-star,1,"our first henna experience was awesome! beth was super friendly and explained everything well. there were 6 of us and they accommodated us with no problems. 3 of us even let beth do freehand and the designs were beautiful! i am from the east coast, but i will return the next time i'm in town. the shop also had some beautiful clothing and jewelry priced very reasonable! you must go!"
5-star,1,"sally did a great job, friendly, creative, and fast, i'll definitely be back. i got freestyle on my left hand, and a cuff on my right wrist"
5-star,1,sally was the best! we stopped in and had beautiful henna pieces at amazing prices. stop in and see sally. she is very talented. we will be back again!!
5-star,1,sally did a great job on our daughter's henna tattoos! she was great with the kids and everyone was happy. cute clothes are a plus!
5-star,1,"was so happy with my experience here. me and my boyfriend were just browsing around when we walked in here. i have done henna many times before but i will admit this is one of my best experiences. i mentioned i wanted an original price and explained only a couple of things o was interested in. beth immediately had an idea in mind and said she would do it no problem. she was very understanding, nice, professional, and had an all around good vibe( which i enjoyed). she created an absolutely amazing one of a kind piece on me which i very much love and enjoy in an amazing 15 minute period. i will be coming back to this location again when i am in town next. if you are looking for good henna and good company, this is the place to go. ask for beth i included a picture of the initial henna, and then one from the next morning. so beautiful."
5-star,1,beth was absolutely amazing and really friendly when my girls wanted matching henna's. she took the picture and was able to duplicate it perfectly on each of the girls. she is a great artist and was helpful and provided them with all of the follow up care and tips to make their henna last. we will definitely be back the next time we are in town.
5-star,1,"my bff and i made a mad dash through scottsdale before heading to the phoenix airport. big thanks to sally for hooking us up with two custom henna tattoos at the last minute. great artist, cool tunes, and a fun souvenir."
5-star,1,love my henna tattoo!! my daughter and i had such a great experience!! what a cute store too! will def recommend coming here again!
5-star,1,my friends and i decided to make a pit stop to see how this whole henna thing works and we caught jess in the middle of finishing up a great piece of artwork on this teenagers arm and i was all for it! i am so happy i did because jess did such an amazing job! it looks amazing and i got a lot of compliments after i had left the shop! thank you jess again! i definitely enjoyed the time with you and the piece of artwork you did for me
5-star,1,"this place is amazing!! we weren't sure of what to think when we first walked in, but we were welcomed right away. the women were so nice, especially zulma. she was so talented. highly recommend."
5-star,1,the ladies in the shop helped my fiancée pick out some great dresses. i suggested that she get some henna done while she was there also so she could see if it would be a tattoo she would actually want. they turned out beautiful! jess was patient and did a wonderful job. great shop all around.
5-star,1,the second you walk in you're greeted by smiles and a greeting. super nice staff!! was extremely in love with my henna. i honestly wanted to buy the entire store. the entire store is filled with the cutest clothes and jewelry.
5-star,1,"walked in at first to do a skin test and beth was really explanatory about any allergic reactions that could happen and gave me a tiny peace sign to see if i was allergic. i came back in about two hours very happy that i was feeling fine and asked to get a koi fish done. beth said i could pull out a picture on google and she got it done in like an hour because we were talking through it, she is so friendly and a delight! i will definitely come again and bring girlfriends too."
5-star,1,"i love this place! i came in with my nieces and had a super fun time! savannah gave us a beautiful design at a very reasonable price. she is extremely talented, creative and a real artist! quick, surprisingly fun and inexpensive..i highly recommend her!"
5-star,1,the service was great!! i absolutely love my henna it is so beautiful! i would definitely recommend this place to everyone
5-star,1,i love this store me and my husband walked around the mall and i went in yesterday after i seen a gal have it on her hand! it was awesome! so jessica did the design on my shoulder and i fell in love with the idea! no pain and it goes away after a week! perfect for me! i came back in today and had beth do the design on my hand. and again it is amazing! after they finished with my henna tattoo they put a little bit of glitter dust on it! love that little touch. both of the gals did a fantastic job! after i had my fix of henna tattoos for the day we had thelma thread our eye brows! totally different then waxing ! she did a great job :)
5-star,1,"hoping this is the henna shop in the fashion square mall across from the mac store !! if it is then i give it five stars. the store is immaculate and has amazing clothes for festivals or every day wear! the threading is amazing i always (and only go to) thelma !!! i have not gotten a henna tattoo yet, but i am in the near future !!!"
5-star,1,they did such a good job and it's such a good price!! i got my henna done by jessica and she did so good. they are so friendly too! i'm definitely going back to get more henna done soon!
5-star,1,"came in today with granddaughter who got the most beautiful henna tattoo from beth. we were both delighted with it. take a look at the photo. i got a smaller one that didn't hold up well because i got it on the lower arm and it is too active of an area (i think). nice, clean attractive shop with lots of interesting goodies to buy. will come by with friends soon. thanks beth."
5-star,1,my 17 year old daughter and i wanted to get henna tattoos. we spent such a great afternoon with beth and didn't want to leave. she's remarkably sweet and talented. we really had a great time. my daughter had a picture of ganesh which beth was able to recreate and it looked phenomenal! i loooove my palm henna tattoo. we will be back again.
5-star,1,"we stopped in to get henna tattoos while we were walking around old scottsdale. my friend and i had actually gotten henna the day before at a different place for the first time and our other friend wanted to get one done. this place was better by far it was more authentic and way better work and prices ! the only downfall was that there was only one artist working and at one point it got really hectic, but she even stayed late to finish all of ours ! i'm from vegas but i will definitely be coming back to the henna shoppe. beth was awesome ! very friendly and talented ! thanks for the beautiful henna !"
5-star,1,i've just finished getting the most beautiful henna tattoo on my hand. beth is an amazing artist and was able to work from a photo i supplied. thanks for a great experience!
1-star,0,"i visited the tempe location today there wasn't a artist available. i decided to go to the arrowhead location and get henna done. i told the artist irene that i wanted a hummingbird henna design and that i was having surgery next week and wanted to have henna done so i would have something pretty to look at while i was in the hospital. she then asked me ""is that your excuse for not working out?"" i asked her what she meant but she acted clueless. to let yelp readers know i am plus size and have lost weight and still have more to go. i was so shocked and disappointed that she had decided to make a passive aggressive mean comment to me when i was there for such a pretty thing. shocked!! such mean spirited comments defeat the spiritual journey of having henna done. hopefully next customers will have a better experience. paying $40 for insults is a bad feeling. also, this person is the store manager."
5-star,1,irene did a fantastic job! her enthusiasm for the craft was contagious. very knowledgeable and friendly! i got the darker henna which was an additional 10 per piece... totally worth it!!
5-star,1,"this is such an amazing store! the owner has reasonable prices because she wants to share with others, the employee's are so sweet, they make you feel so warm and welcome, irene was so patient and sooo helpful! we love henna thank you"
5-star,1,i got an amazing henna from the artist irene here at an increidble price. not only did she do a great job creating what i asked but she actually helped me pick out what i wanted. i would defiantly recommend getting henna and suggest finding irene for the job.
5-star,1,"i love this place. my sister and i got matching henna tattoos. jenna who is only 16 did the most beautiful job!!!! irene who was super funny did my sisters hand also did a gorgeous job. i am very pleased with their work and speed, can't wait to come back for more."
5-star,1,"irene is the best! she did some beautiful artwork of baby groot on my arm and a beautiful design on my niece! also, she was so kind to me when we were discussing my little brother's passing and my string of bad luck lately. if you're looking for something fun to do, get henna tattoos! so fun and not as expensive as anticipated! great experience and great prices."
5-star,1,hailey did an amazing job with my henna. i had her do a freestyle and it was the best thing i've ever seen. the amount of detail and how little time it took was perfect. she was also very kind and sweet. i plan to come back and tell all my friends about it.
5-star,1,hailey was an amazing person very nice person. love to talk to her and really respectful. she is an amazing artist. and she has a lot of patience. hailey is a really good worker. hailey doesn't mind how complicated or simple it is she has a smile on her face ready to do her job. i give her a 5star up for her art work and her dedication.
5-star,1,"first time getting henna since i was a little girl. irene greeted me with a warm hello instantly. great customer service, creative, and fast! it looked beautiful when i left the shop! i hope it lasts awhile :)"
